timestamp,country,city,latitude,longitude,pm25,pm10,no2,so2,o3,co,aqi,temperature,humidity,wind_speed
2025-11-16 03:34:56.035687,India,Bengaluru,12.9716,77.5946,37.132,87.15,24.319,16.483,63.182,0.596,105,13.389,84.816,10.256
2025-11-16 03:34:56.035687,UK,London,51.5074,-0.1278,115.65,241.381,42.6,16.061,73.922,0.505,182,29.0,58.212,2.141
2025-11-16 03:34:56.035687,Japan,Tokyo,35.6762,139.6503,107.407,180.363,47.256,6.459,74.254,1.469,178,6.618,73.506,11.067
2025-11-16 04:34:56.035687,US,New York,40.7128,-74.006,37.888,85.039,20.361,18.647,48.155,1.556,107,30.25,57.467,3.482
2025-11-16 04:34:56.035687,US,Los Angeles,34.0522,-118.2437,21.87,52.403,18.503,6.926,39.201,1.457,72,30.807,40.005,2.208
2025-11-16 04:34:56.035687,US,Chicago,41.8781,-87.6298,20.104,34.374,45.444,3.214,31.322,1.227,68,5.256,69.961,14.729
2025-11-16 04:34:56.035687,India,Mumbai,19.076,72.8777,13.228,20.191,30.134,12.432,77.891,0.242,53,7.322,76.706,5.947
2025-11-16 04:34:56.035687,India,Delhi,28.7041,77.1025,17.401,41.831,67.231,8.023,24.249,1.541,62,30.919,43.467,7.16
2025-11-16 04:34:56.035687,India,Bengaluru,12.9716,77.5946,20.931,48.44,79.226,12.056,50.004,1.154,70,28.675,43.96,13.349
2025-11-16 04:34:56.035687,UK,London,51.5074,-0.1278,94.758,188.834,36.019,5.144,54.036,0.596,171,22.94,46.578,8.377
2025-11-16 04:34:56.035687,Japan,Tokyo,35.6762,139.6503,28.249,46.444,38.701,9.94,74.894,1.655,85,31.769,52.17,10.751
2025-11-16 05:34:56.035687,US,New York,40.7128,-74.006,27.205,41.915,27.329,11.623,36.708,1.563,83,13.053,81.359,9.086
2025-11-16 05:34:56.035687,US,Los Angeles,34.0522,-118.2437,140.514,218.384,55.828,11.352,77.447,0.299,195,14.474,79.389,5.821
2025-11-16 05:34:56.035687,US,Chicago,41.8781,-87.6298,130.645,219.201,53.729,9.795,66.646,0.571,190,5.726,88.679,6.957
2025-11-16 05:34:56.035687,India,Mumbai,19.076,72.8777,89.402,183.837,22.124,18.235,41.963,0.118,169,9.877,50.157,7.093
2025-11-16 05:34:56.035687,India,Delhi,28.7041,77.1025,131.884,324.157,75.18,2.59,42.456,0.655,190,15.711,33.683,10.835
2025-11-16 05:34:56.035687,India,Bengaluru,12.9716,77.5946,135.435,248.939,41.161,17.519,51.868,1.317,192,10.927,43.206,10.411
2025-11-16 05:34:56.035687,UK,London,51.5074,-0.1278,41.741,99.5,18.394,10.186,67.432,0.472,116,34.794,81.056,11.833
2025-11-16 05:34:56.035687,Japan,Tokyo,35.6762,139.6503,141.475,318.133,31.297,8.742,56.336,1.444,195,30.705,40.651,7.193
2025-11-16 06:34:56.035687,US,New York,40.7128,-74.006,12.338,19.6,51.695,14.031,55.054,1.061,52,36.603,53.571,14.891
2025-11-16 06:34:56.035687,US,Los Angeles,34.0522,-118.2437,92.692,170.346,42.574,11.181,60.136,0.534,170,36.546,52.655,5.86
2025-11-16 06:34:56.035687,US,Chicago,41.8781,-87.6298,116.329,258.128,34.447,3.896,25.598,0.909,182,24.754,49.731,4.028
2025-11-16 06:34:56.035687,India,Mumbai,19.076,72.8777,17.63,42.943,49.739,10.635,69.151,0.925,63,34.805,36.419,12.734
2025-11-16 06:34:56.035687,India,Delhi,28.7041,77.1025,97.154,171.599,72.512,16.701,33.877,1.851,173,10.291,80.289,2.014
2025-11-16 06:34:56.035687,India,Bengaluru,12.9716,77.5946,59.624,92.695,26.357,3.281,38.772,0.361,153,36.462,33.588,10.821
2025-11-16 06:34:56.035687,UK,London,51.5074,-0.1278,95.127,203.467,16.294,19.123,52.63,0.481,171,7.638,36.723,2.636
2025-11-16 06:34:56.035687,Japan,Tokyo,35.6762,139.6503,121.697,203.413,62.544,18.96,61.584,1.398,185,37.359,88.368,9.148
2025-11-16 07:34:56.035687,US,New York,40.7128,-74.006,129.403,308.966,38.816,13.366,51.448,1.962,189,26.791,70.715,3.494
2025-11-16 07:34:56.035687,US,Los Angeles,34.0522,-118.2437,28.799,71.132,41.981,7.85,29.075,0.689,86,11.646,55.809,7.084
2025-11-16 07:34:56.035687,US,Chicago,41.8781,-87.6298,107.026,198.784,79.839,12.216,24.929,1.53,178,34.82,46.588,7.254
2025-11-16 07:34:56.035687,India,Mumbai,19.076,72.8777,10.378,20.353,70.869,10.203,58.458,1.98,43,39.087,81.054,5.944
2025-11-16 07:34:56.035687,India,Delhi,28.7041,77.1025,17.285,38.421,34.077,6.139,50.136,1.775,62,33.435,60.958,12.366
2025-11-16 07:34:56.035687,India,Bengaluru,12.9716,77.5946,105.784,217.444,31.66,6.6,23.776,1.804,177,36.631,43.013,8.202
2025-11-16 07:34:56.035687,UK,London,51.5074,-0.1278,91.837,156.786,53.046,9.371,73.583,1.074,170,17.503,77.186,11.23
2025-11-16 07:34:56.035687,Japan,Tokyo,35.6762,139.6503,28.163,51.709,22.342,4.3,22.866,1.677,85,24.356,32.807,2.287
2025-11-16 08:34:56.035687,US,New York,40.7128,-74.006,58.949,145.193,59.232,12.143,47.811,1.46,153,18.728,59.824,7.232
2025-11-16 08:34:56.035687,US,Los Angeles,34.0522,-118.2437,44.771,92.672,38.37,8.706,26.016,1.305,124,13.746,48.419,2.901
2025-11-16 08:34:56.035687,US,Chicago,41.8781,-87.6298,51.881,121.697,45.366,2.853,62.331,0.822,141,17.97,36.447,13.447
2025-11-16 08:34:56.035687,India,Mumbai,19.076,72.8777,134.618,298.796,53.61,17.753,71.543,0.817,192,13.355,38.616,8.416
2025-11-16 08:34:56.035687,India,Delhi,28.7041,77.1025,66.155,137.71,33.082,8.711,32.899,0.826,157,29.052,53.326,6.48
2025-11-16 08:34:56.035687,India,Bengaluru,12.9716,77.5946,92.718,227.798,77.824,5.252,26.967,0.224,170,14.952,36.243,3.903
2025-11-16 08:34:56.035687,UK,London,51.5074,-0.1278,71.025,159.923,73.134,5.835,38.716,0.408,159,23.331,34.858,6.786
2025-11-16 08:34:56.035687,Japan,Tokyo,35.6762,139.6503,43.434,66.7,29.286,12.92,59.236,0.449,121,14.581,44.623,6.556
2025-11-16 09:34:56.035687,US,New York,40.7128,-74.006,86.108,211.255,58.964,16.579,42.71,0.847,167,7.665,41.44,9.126
2025-11-16 09:34:56.035687,US,Los Angeles,34.0522,-118.2437,147.54,310.511,37.86,10.301,26.116,0.173,199,7.049,31.874,10.159
2025-11-16 09:34:56.035687,US,Chicago,41.8781,-87.6298,145.055,300.451,30.162,18.621,78.382,1.442,197,30.89,66.266,13.758
2025-11-16 09:34:56.035687,India,Mumbai,19.076,72.8777,102.783,216.591,37.41,19.377,74.98,1.915,175,23.424,67.041,7.564
2025-11-16 09:34:56.035687,India,Delhi,28.7041,77.1025,102.854,203.598,31.053,16.025,26.635,0.971,175,36.689,49.542,4.082
2025-11-16 09:34:56.035687,India,Bengaluru,12.9716,77.5946,41.794,71.681,38.072,9.19,63.488,1.712,116,39.927,34.414,9.578
2025-11-16 09:34:56.035687,UK,London,51.5074,-0.1278,78.538,151.25,69.888,18.536,68.734,1.218,163,7.05,40.725,1.543
2025-11-16 09:34:56.035687,Japan,Tokyo,35.6762,139.6503,10.561,19.548,64.427,7.51,34.543,0.64,44,35.429,65.935,7.925
2025-11-16 10:34:56.035687,US,New York,40.7128,-74.006,118.867,208.847,31.673,3.767,49.23,1.759,184,39.864,36.806,1.496
2025-11-16 10:34:56.035687,US,Los Angeles,34.0522,-118.2437,80.882,168.277,12.145,5.482,20.57,0.382,164,30.684,36.869,5.61
2025-11-16 10:34:56.035687,US,Chicago,41.8781,-87.6298,50.798,79.605,30.822,3.242,21.895,1.126,139,29.75,81.403,14.976
2025-11-16 10:34:56.035687,India,Mumbai,19.076,72.8777,117.924,216.55,40.439,8.961,26.259,0.719,183,34.864,52.538,7.993
2025-11-16 10:34:56.035687,India,Delhi,28.7041,77.1025,28.657,49.35,43.192,17.449,69.809,0.252,86,17.73,42.108,6.103
2025-11-16 10:34:56.035687,India,Bengaluru,12.9716,77.5946,89.335,161.936,60.421,16.686,43.957,1.472,168,38.767,48.544,8.14
2025-11-16 10:34:56.035687,UK,London,51.5074,-0.1278,13.723,20.925,20.295,4.597,56.69,0.97,54,30.998,78.44,11.881
2025-11-16 10:34:56.035687,Japan,Tokyo,35.6762,139.6503,120.294,203.23,34.87,11.255,55.858,1.149,184,5.725,72.294,10.2
2025-11-16 11:34:56.035687,US,New York,40.7128,-74.006,116.822,231.496,69.563,3.296,25.386,0.737,183,26.914,87.298,9.328
2025-11-16 11:34:56.035687,US,Los Angeles,34.0522,-118.2437,144.848,233.921,21.689,7.722,75.486,0.322,197,21.956,88.559,9.38
2025-11-16 11:34:56.035687,US,Chicago,41.8781,-87.6298,96.102,169.359,29.665,14.245,49.554,1.678,172,38.846,47.224,7.752
2025-11-16 11:34:56.035687,India,Mumbai,19.076,72.8777,124.955,306.005,10.046,16.859,50.653,0.517,187,22.529,64.772,12.744
2025-11-16 11:34:56.035687,India,Delhi,28.7041,77.1025,104.524,259.4,24.638,12.775,66.515,0.889,176,31.845,54.178,3.044
2025-11-16 11:34:56.035687,India,Bengaluru,12.9716,77.5946,80.725,150.721,18.524,2.039,52.531,1.712,164,28.059,45.108,4.218
2025-11-16 11:34:56.035687,UK,London,51.5074,-0.1278,87.268,155.068,14.166,2.101,55.874,0.852,167,20.933,54.373,13.125
2025-11-16 11:34:56.035687,Japan,Tokyo,35.6762,139.6503,53.278,107.212,75.577,7.486,46.692,1.159,145,13.995,68.982,5.981
2025-11-16 12:34:56.035687,US,New York,40.7128,-74.006,77.381,145.36,59.367,12.932,51.378,0.228,162,17.403,88.657,13.559
2025-11-16 12:34:56.035687,US,Los Angeles,34.0522,-118.2437,116.015,204.259,41.725,17.453,52.707,1.402,182,13.308,42.887,14.613
2025-11-16 12:34:56.035687,US,Chicago,41.8781,-87.6298,23.675,38.524,49.513,8.655,66.218,0.892,75,24.158,41.377,14.865
2025-11-16 12:34:56.035687,India,Mumbai,19.076,72.8777,58.646,135.188,50.704,12.339,22.65,1.706,153,5.457,31.351,5.662
2025-11-16 12:34:56.035687,India,Delhi,28.7041,77.1025,142.664,282.213,11.746,18.091,20.025,1.634,196,16.579,82.982,9.715
2025-11-16 12:34:56.035687,India,Bengaluru,12.9716,77.5946,67.73,120.894,55.768,12.37,70.659,1.671,157,5.366,52.629,8.421
2025-11-16 12:34:56.035687,UK,London,51.5074,-0.1278,78.224,162.936,40.159,3.124,37.666,1.726,163,39.734,55.809,5.876
2025-11-16 12:34:56.035687,Japan,Tokyo,35.6762,139.6503,122.029,241.003,72.528,10.638,28.343,1.342,185,31.562,76.231,12.698
2025-11-16 13:34:56.035687,US,New York,40.7128,-74.006,88.169,155.127,26.335,5.186,76.062,0.301,168,35.872,76.951,2.351
2025-11-16 13:34:56.035687,US,Los Angeles,34.0522,-118.2437,23.871,49.123,17.93,13.085,43.015,1.542,76,12.234,78.527,1.352
2025-11-16 13:34:56.035687,US,Chicago,41.8781,-87.6298,68.852,144.124,75.654,16.685,45.803,1.601,158,24.201,64.495,11.718
2025-11-16 13:34:56.035687,India,Mumbai,19.076,72.8777,61.466,127.693,33.689,4.654,50.847,0.592,154,11.618,77.35,1.701
2025-11-16 13:34:56.035687,India,Delhi,28.7041,77.1025,62.2,113.311,31.722,9.759,68.946,0.571,154,5.028,43.422,3.056
2025-11-16 13:34:56.035687,India,Bengaluru,12.9716,77.5946,40.503,94.748,73.756,15.437,38.752,1.006,113,6.827,73.207,14.812
2025-11-16 13:34:56.035687,UK,London,51.5074,-0.1278,90.678,180.957,49.97,15.941,60.982,0.89,169,25.679,32.769,10.67
2025-11-16 13:34:56.035687,Japan,Tokyo,35.6762,139.6503,43.942,74.531,62.359,3.381,66.769,1.033,122,29.707,57.329,13.255
2025-11-16 14:34:56.035687,US,New York,40.7128,-74.006,88.31,139.854,34.205,10.442,39.359,1.477,168,31.9,40.701,7.647
2025-11-16 14:34:56.035687,US,Los Angeles,34.0522,-118.2437,43.462,81.51,10.504,11.233,30.385,0.575,121,35.49,71.052,6.835
2025-11-16 14:34:56.035687,US,Chicago,41.8781,-87.6298,85.899,191.166,73.144,19.358,38.952,1.991,167,20.288,42.308,6.565
2025-11-16 14:34:56.035687,India,Mumbai,19.076,72.8777,50.432,109.611,56.965,4.635,53.104,0.271,138,27.237,67.448,13.077
2025-11-16 14:34:56.035687,India,Delhi,28.7041,77.1025,148.879,359.54,55.784,2.862,25.195,1.148,199,20.843,49.692,14.828
2025-11-16 14:34:56.035687,India,Bengaluru,12.9716,77.5946,107.768,234.778,45.693,6.864,46.959,0.59,178,33.794,79.466,14.779
2025-11-16 14:34:56.035687,UK,London,51.5074,-0.1278,135.302,337.728,29.732,5.545,54.136,1.428,192,36.173,61.041,10.769
2025-11-16 14:34:56.035687,Japan,Tokyo,35.6762,139.6503,144.953,242.403,18.562,14.533,44.2,0.823,197,10.12,89.038,6.657
2025-11-16 15:34:56.035687,US,New York,40.7128,-74.006,103.127,214.453,19.903,15.771,34.167,0.466,176,19.313,40.439,14.19
